발생위치,구,동,발생규모,파손개수,위도,경도,연도,월,일,일최대기온,일최저기온,일평균기온,일최대습도,일최저습도,일평균습도,일총강수량,인구수,포트홀 위험 지수,osmid,pagerank,kmeans_cluster
대구 수성구 만촌동 1292-1,수성구,만촌동,0.16,1,35.86794983,128.6458801,2022,6,10,29.4,18.6,23.558333333333334,91.0,43.0,66.04166666666667,0.0,"22,410",4.601868865151699,436819032,5.594077575042847e-05,2
대구 수성구 범어동 880-4,수성구,범어동,0.04,1,35.85923405,128.6223242,2022,6,10,28.700001,19.200001,23.812500125,80.0,37.0,57.41666666666666,0.0,"16,309",2.9233637465713307,365399808,4.4717066360786257e-05,2
대구 달서구 대천동 699,달서구,대천동,0.09,4,35.81768495,128.5022814,2022,6,10,28.299999,18.6,23.174999791666664,83.0,41.0,62.41666666666666,0.0,"37,575",3.456736844739613,8246921314,4.647071352640505e-05,2
대구 서구 이현동 50-1,서구,이현동,0.06,3,35.87735763,128.5470689,2022,6,10,28.299999,18.6,23.174999791666664,83.0,41.0,62.41666666666666,0.0,"19,677",3.592091572079338,2778823905,3.9663435749310044e-05,2
대구 중구 대봉동 21-38,중구,대봉동,0.12,1,35.86285171,128.6033968,2022,6,10,28.700001,19.200001,23.812500125,80.0,37.0,57.41666666666666,0.0,"6,628",3.017649253926928,2537823863,2.8213412953375284e-05,1
대구 달서구 월성동 89-3,달서구,월성동,0.04,2,35.82678447,128.5308902,2022,6,10,28.299999,18.6,23.174999791666664,83.0,41.0,62.41666666666666,0.0,"37,575",3.3757558171247237,436866575,5.533971053127369e-05,2
대구 북구 국우동 1123,북구,국우동,0.08,2,35.94671618,128.5691906,2022,6,11,27.5,16.0,21.370833333333334,79.0,40.0,57.75,0.0,"29,841",2.1439796750043745,2914439689,3.78729499166795e-05,2
대구 달서구 갈산동 966-16,달서구,갈산동,0.06,1,35.84174765,128.4920715,2022,6,12,25.9,17.299999,21.05833325,84.0,48.0,66.625,0.0,"22,645",3.5386744391179663,5779561414,2.591374463412875e-05,1
대구 수성구 만촌동 889,수성구,만촌동,0.06,1,35.85541176,128.6525955,2022,6,12,25.700001,17.299999,20.766666833333336,92.0,55.0,74.33333333333333,0.0,"22,410",5.018345559940008,3113083343,2.8030200385268153e-05,1
대구 수성구 범어동 835,수성구,범어동,0.21,3,35.85892157,128.6354726,2022,6,12,26.1,17.799999,21.195833333333333,79.0,46.0,63.66666666666666,0.0,"16,309",3.1103178022303566,3781617599,3.911931173011105e-05,2
대구 중구 대봉동 214-28,중구,대봉동,0.06,1,35.85586885,128.6067549,2022,6,12,26.1,17.799999,21.195833333333333,79.0,46.0,63.66666666666666,0.0,"6,628",3.125426333598429,443197703,2.7543985474430853e-05,1
대구 동구 불로동 635-6,동구,불로동,0.04,1,35.90462817,128.6386112,2022,6,13,23.200001,16.6,19.65416670833333,100.0,54.0,76.91666666666667,2.2,"20,995",5.181590884888418,1874266897,5.380043074598776e-05,2
대구 북구 태전동 1072-4,북구,태전동,1.2,1,35.92619952,128.5499112,2022,6,13,24.799999,16.700001,20.2875,91.0,35.0,59.25,2.5,"22,134",2.319727478295728,4631056827,3.80592620127486e-05,2
대구 동구 불로동 384-1,동구,불로동,0.04,3,35.91272583,128.6410581,2022,6,13,23.200001,16.6,19.65416670833333,100.0,54.0,76.91666666666667,2.2,"20,995",5.263073037955353,6296919428,2.54145043361604e-05,1
대구 동구 효목동 135-2,동구,효목동,0.04,4,35.8840021,128.6437488,2022,6,13,23.200001,16.6,19.65416670833333,100.0,54.0,76.91666666666667,2.2,"13,363",5.37877603322221,4644149315,5.602345657715197e-05,2
대구 동구 지묘동 산 108-1,동구,지묘동,0.04,6,35.94840993,128.6353112,2022,6,13,24.700001,15.9,19.641666625,98.0,47.0,71.91666666666667,2.0,"21,551",4.529985220632174,1931522715,1.6162762053036887e-05,1
대구 북구 구암동 694,북구,구암동,0.04,1,35.92838763,128.5567665,2022,6,13,24.799999,16.700001,20.2875,91.0,35.0,59.25,2.5,"34,554",2.2093636738632902,1694655719,3.85747829164101e-05,2
대구 동구 지저동 930,동구,지저동,0.4,1,35.89038814,128.6380272,2022,6,13,23.200001,16.6,19.65416670833333,100.0,54.0,76.91666666666667,2.2,"14,237",5.244360224872712,4634711626,1.4589173173055406e-05,1
대구 서구 중리동 104-2,서구,중리동,0.08,3,35.86389785,128.5503075,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.195460579416982,1694299424,3.643018108216596e-05,2
대구 서구 중리동 730,서구,중리동,0.06,2,35.86548386,128.5523741,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.154919953064332,1694299445,3.4801088911783834e-05,2
대구 달서구 이곡동 1188-1,달서구,이곡동,0.08,4,35.85549673,128.4999227,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"22,645",4.207049798665244,4642071354,5.429450894001034e-05,2
대구 서구 중리동 730,서구,중리동,0.06,3,35.86548386,128.5523741,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.1956610295978,1694299445,3.4801088911783834e-05,2
대구 서구 중리동 730,서구,중리동,0.09,5,35.86548386,128.5523741,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.276842507393508,1694299445,3.4801088911783834e-05,2
대구 달서구 용산동 854,달서구,용산동,0.16,2,35.85876931,128.5326398,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"30,467",4.047937735816783,3865668872,3.76906661982055e-05,2
대구 달서구 용산동 500,달서구,용산동,0.08,1,35.85885658,128.5196924,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"30,467",4.007998460006588,366669829,5.635965743403109e-05,2
대구 달서구 죽전동 156-1,달서구,죽전동,0.12,1,35.85867551,128.5369627,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"13,261",4.176595826642684,436863952,5.194943859352901e-05,2
대구 달서구 신당동 1762,달서구,신당동,0.04,2,35.85550142,128.4997567,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"31,443",4.0395541118645095,4642071354,5.429450894001034e-05,2
대구 서구 중리동 730,서구,중리동,0.06,3,35.86548386,128.5523741,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.1956610295978,1694299445,3.4801088911783834e-05,2
대구 서구 비산동 3381,서구,비산동,0.06,2,35.88256072,128.548758,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"9,481",4.255065619129012,436853442,6.331111336696475e-05,3
대구 달서구 죽전동 80,달서구,죽전동,0.08,4,35.85867027,128.5361956,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"13,261",4.299219956604725,1744953948,3.64623719516481e-05,2
대구 서구 비산동 875,서구,비산동,0.06,1,35.88616707,128.5624306,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"9,481",4.214324542595544,436814614,5.899754344039376e-05,2
대구 서구 이현동 42-173,서구,이현동,0.06,1,35.87842931,128.536439,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.114178876530864,7849931597,3.0902244891672746e-05,1
대구 달서구 용산동 854,달서구,용산동,0.15,1,35.85876931,128.5326398,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"30,467",4.007296884373724,3865668872,3.76906661982055e-05,2
대구 서구 중리동 730,서구,중리동,0.15,2,35.86548386,128.5523741,2022,6,13,24.1,16.299999,19.687500083333333,96.0,47.0,69.75,3.5,"19,677",4.154017927250649,1694299445,3.4801088911783834e-05,2
대구 동구 신암동 368,동구,신암동,0.1,3,35.88184379,128.6253574,2022,6,14,18.9,15.7,16.712500000000002,95.0,70.0,85.625,2.5,"8,909",5.686215409839063,697232798,3.556654590214803e-05,2
대구 동구 신암동 1571,동구,신암동,0.04,1,35.88714478,128.6394866,2022,6,14,18.9,15.7,16.712500000000002,95.0,70.0,85.625,2.5,"8,909",5.605334607314582,4550516407,4.442724983638057e-05,2
대구 동구 방촌동 1084-272,동구,방촌동,0.04,5,35.87648017,128.6694344,2022,6,14,19.0,15.5,16.49166675,100.0,79.0,94.79166666666669,2.4,"18,619",7.24642099236746,12107856457,1.5145348003560662e-05,1
대구 북구 국우동 산 52-1,북구,국우동,0.04,1,35.94377455,128.589327,2022,6,14,19.200001,15.4,16.666666708333334,94.0,72.0,84.16666666666667,2.5,"29,841",5.378270615405349,8916489660,3.046544192246851e-05,1
대구 동구 동호동 395-3,동구,동호동,0.04,1,35.86531027,128.7228439,2022,6,14,19.0,15.5,16.49166675,100.0,79.0,94.79166666666669,2.4,"18,672",7.082936117353494,4643335492,3.92721885484009e-05,2
대구 동구 용계동 887-24,동구,용계동,0.04,1,35.87579234,128.6829403,2022,6,14,19.0,15.5,16.49166675,100.0,79.0,94.79166666666669,2.4,"10,866",7.159607073542284,1878712260,3.667262767955137e-05,2
대구 북구 국우동 1122,북구,국우동,0.04,1,35.94770951,128.5768076,2022,6,14,19.200001,15.4,16.666666708333334,94.0,72.0,84.16666666666667,2.5,"29,841",5.378270615405349,7041163772,3.555802374721119e-05,2
대구 달서구 본리동 94-9,달서구,본리동,0.08,4,35.84286544,128.5446958,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"20,190",6.71103303297875,414665761,5.592650051191966e-05,2
대구 달서구 두류동 1290-1,달서구,두류동,0.04,2,35.85793478,128.5581066,2022,6,14,18.9,15.7,16.712500000000002,95.0,70.0,85.625,2.5,"14,044",5.595639434805079,7619274284,1.6502609987731576e-05,1
대구 남구 대명동 산 218-15,남구,대명동,0.09,2,35.83015786,128.5641412,2022,6,14,18.9,15.7,16.712500000000002,95.0,70.0,85.625,2.5,"11,071",5.624339276909947,5305241442,3.082118514778147e-05,1
대구 남구 대명동 1291,남구,대명동,0.04,4,35.83957194,128.5786577,2022,6,14,18.9,15.7,16.712500000000002,95.0,70.0,85.625,2.5,"11,071",5.70632255542893,1697029753,3.6824502389088764e-05,2
대구 달서구 성당동 750-1,달서구,성당동,0.12,1,35.84275471,128.5508844,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"22,539",6.565336897368816,1695480744,4.9893302062616285e-05,2
대구 달서구 월성동 279,달서구,월성동,0.15,3,35.83001511,128.531365,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"37,575",6.49883396608758,436810863,5.4769216169197855e-05,2
대구 달서구 본리동 1152,달서구,본리동,0.09,2,35.84075317,128.5392727,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"20,190",6.629450654821405,1695480358,4.996411025619278e-05,2
대구 달서구 도원동 693-1,달서구,도원동,0.03,1,35.80571892,128.5503344,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"34,893",6.444897263849127,4633876679,4.859476870292572e-05,2
대구 달서구 상인동 1594-3,달서구,상인동,0.09,1,35.80814029,128.5533804,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"35,465",6.438677698223405,2463902915,2.8323703359949002e-05,1
대구 서구 비산동 840-16,서구,비산동,0.09,1,35.88149957,128.5553929,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"9,481",6.693893958229744,9168966964,3.5468748623421805e-05,2
대구 북구 동천동 959,북구,동천동,0.12,1,35.94626363,128.5618065,2022,6,14,19.200001,15.4,16.666666708333334,94.0,72.0,84.16666666666667,2.5,"27,483",5.400629218819043,436838199,3.876529900252265e-05,2
대구 북구 팔달동 27,북구,팔달동,0.27,4,35.89935179,128.5420427,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"36,273",6.55116065628861,4667490570,1.6966439447685987e-05,1
대구 서구 비산동 1101-16,서구,비산동,0.1,1,35.8834231,128.5728049,2022,6,14,18.5,15.0,16.120833541666666,98.0,78.0,91.95833333333331,4.0,"9,481",6.693793733139335,5607877341,5.23636534293431e-05,2
대구 수성구 범어동 221-12,수성구,범어동,0.04,1,35.85912012,128.6379506,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"16,309",6.394909022317926,2825607045,2.591176548850149e-05,1
대구 동구 신천동 741,동구,신천동,0.04,4,35.87217211,128.6215206,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"12,658",6.552992572318698,3792817436,5.0675763551516554e-05,2
대구 수성구 범어동 836,수성구,범어동,0.09,1,35.85813261,128.6260478,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"16,309",6.39440789686588,3812152153,1.4373542906283304e-05,1
대구 북구 산격동 1559,북구,산격동,0.2,2,35.90876813,128.6069602,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"8,952",6.506307351194358,5525115517,5.212415219669961e-05,2
대구 동구 신천동 283-19,동구,신천동,0.04,2,35.87514298,128.6213008,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"12,658",6.471510419251762,3792817432,4.896553095188921e-05,2
대구 수성구 범어동 197-2,수성구,범어동,0.04,2,35.85832019,128.63276,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"16,309",6.4356500988513945,3781617610,3.188251446489903e-05,1
대구 수성구 만촌동 1316,수성구,만촌동,0.04,2,35.86880531,128.6318112,2022,6,15,24.6,16.9,20.450000041666662,100.0,66.0,88.08333333333333,3.0,"22,410",7.291754351202525,3790018119,4.216649798078956e-05,2
대구 수성구 중동 623,수성구,중동,0.36,1,35.84564108,128.6166598,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"12,438",6.429722991780303,3016437942,3.68466981287999e-05,2
대구 달서구 갈산동 966-16,달서구,갈산동,0.06,1,35.84174765,128.4920715,2022,6,15,25.5,17.5,20.420833416666667,99.0,59.0,85.29166666666667,1.0,"22,645",6.537280565226428,5779561414,2.591374463412875e-05,1
대구 서구 평리동 1621-15,서구,평리동,0.12,1,35.8712668,128.5592891,2022,6,15,25.5,17.5,20.420833416666667,99.0,59.0,85.29166666666667,1.0,"7,611",6.684343979652235,1250972165,3.567514365484057e-05,2
대구 서구 이현동 42-173,서구,이현동,0.09,1,35.87842931,128.536439,2022,6,15,25.5,17.5,20.420833416666667,99.0,59.0,85.29166666666667,1.0,"19,677",6.566131747240408,7849931597,3.0902244891672746e-05,1
대구 중구 남산동 49-1,중구,남산동,0.06,2,35.86599528,128.5862853,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"4,541",6.551035584159901,3889230905,3.990938994640428e-05,2
대구 중구 달성동 339-1,중구,달성동,0.06,2,35.87611378,128.5819877,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"4,598",6.550475727062442,3757716629,3.054068877879004e-05,1
대구 중구 달성동 339-1,중구,달성동,0.04,2,35.87611378,128.5819877,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"4,598",6.55067617724326,3757716629,3.054068877879004e-05,1
대구 달서구 두류동 866-39,달서구,두류동,0.06,2,35.86202488,128.5723141,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"14,044",6.457696601753795,7119325153,3.790670923233584e-05,2
대구 달서구 호산동 721,달서구,호산동,0.2,1,35.84199379,128.4843199,2022,6,15,25.5,17.5,20.420833416666667,99.0,59.0,85.29166666666667,1.0,"31,443",6.449462979865267,436819356,4.9754157139271496e-05,2
대구 서구 내당동 897-13,서구,내당동,0.06,2,35.86538275,128.5710528,2022,6,15,25.5,17.5,20.420833416666667,99.0,59.0,85.29166666666667,1.0,"8,336",6.71856541733066,1250970264,3.7336872374307026e-05,2
대구 남구 대명동 3057,남구,대명동,0.12,1,35.84650801,128.5661944,2022,6,15,24.5,17.5,20.570833333333333,97.0,61.0,82.16666666666667,3.0,"11,071",6.445555142234785,436702226,3.7244001727215936e-05,2
대구 북구 대현동 259-7,북구,대현동,0.04,4,35.88769546,128.6023763,2022,6,16,28.299999,18.5,23.779166916666668,74.0,38.0,56.458333333333336,0.0,"17,128",2.5453337428519545,5552080950,2.443143971543928e-05,1
대구 동구 용계동 916-1,동구,용계동,0.03,1,35.87470722,128.6875112,2022,6,16,28.299999,17.6,23.58749979166667,92.0,45.0,65.375,0.0,"10,866",4.627913749470279,5305332484,3.505186723525842e-05,2
대구 북구 매천동 173,북구,매천동,0.04,6,35.91260717,128.5421775,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"36,273",3.585709170040415,1694655184,3.527344407833447e-05,2
대구 달서구 신당동 1045-7,달서구,신당동,0.3,3,35.85139381,128.4908547,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"31,443",3.508320610558223,3141943404,2.2840996094105597e-05,1
대구 서구 내당동 897-13,서구,내당동,0.1,3,35.86538275,128.5710528,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"8,336",3.737283322032604,1250970264,3.7336872374307026e-05,2
대구 달서구 갈산동 966-16,달서구,갈산동,0.06,2,35.84174765,128.4920715,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"22,645",3.55639937029001,5779561414,2.591374463412875e-05,1
대구 달서구 호산동 397,달서구,호산동,0.01,1,35.84980985,128.4821654,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"31,443",3.429744985113153,2852179491,3.761551702729969e-05,2
대구 달서구 장동 306-1,달서구,장동,0.08,2,35.83947852,128.5072982,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"16,894",3.612685554626451,436803381,3.575252322071068e-05,2
대구 서구 내당동 341-4,서구,내당동,3.0,1,35.86241479,128.5563937,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"8,336",3.626735892747006,1695489428,3.6537332517297584e-05,2
대구 달서구 장동 306-1,달서구,장동,0.08,2,35.83947852,128.5072982,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"16,894",3.612685554626451,436803381,3.575252322071068e-05,2
대구 달서구 진천동 608-4,달서구,진천동,0.12,2,35.81391296,128.5226106,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"51,167",3.275653385822801,4939308952,3.815757821021161e-05,2
대구 달서구 진천동 608-4,달서구,진천동,0.18,3,35.81391296,128.5226106,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"51,167",3.315793111813814,4939308952,3.815757821021161e-05,2
대구 서구 내당동 432,서구,내당동,0.12,3,35.86367357,128.5641045,2022,6,16,28.5,17.0,23.09166666666667,87.0,40.0,62.25,0.0,"8,336",3.7370828718517854,436877368,5.0606057224729996e-05,2
대구 북구 팔달동 130-1,북구,팔달동,0.04,2,35.89889396,128.5481323,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"36,273",5.016041749984439,4667646804,4.902770968958741e-05,2
대구 동구 신천동 742,동구,신천동,0.04,4,35.87245496,128.6254217,2022,6,17,32.700001,22.700001,27.25833366666667,79.0,35.0,57.0,0.0,"12,658",4.301295609943304,3730235540,4.703929790095731e-05,2
대구 중구 남산동 103-1,중구,남산동,0.06,1,35.86321214,128.5824087,2022,6,17,32.700001,22.700001,27.25833366666667,79.0,35.0,57.0,0.0,"4,541",4.258597545251038,436833419,4.836450712721077e-05,2
대구 서구 비산동 52-29,서구,비산동,0.15,2,35.88071418,128.5717578,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"9,481",5.278091753904109,1694826978,4.119609184570763e-05,2
대구 서구 비산동 552-1,서구,비산동,0.15,1,35.87998551,128.5714341,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"9,481",5.237350677370641,1694826957,2.4782670041107045e-05,1
대구 중구 인교동 278-54,중구,인교동,0.09,1,35.87387948,128.5821115,2022,6,17,32.700001,22.700001,27.25833366666667,79.0,35.0,57.0,0.0,"4,598",4.257737012882353,7105464254,2.763185437794156e-05,1
대구 서구 평리동 1626,서구,평리동,0.09,1,35.88109305,128.5469518,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"7,611",5.256319269531471,1694300521,1.570318532706981e-05,1
대구 서구 비산동 541-25,서구,비산동,0.15,4,35.87947049,128.5688094,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"9,481",5.359573906971045,1694826953,3.7633101951010185e-05,2
대구 달서구 본리동 1152,달서구,본리동,0.06,1,35.84075317,128.5392727,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"20,190",5.133068323242519,1695480358,4.996411025619278e-05,2
대구 달서구 본리동 1151,달서구,본리동,0.08,1,35.84167343,128.5384704,2022,6,17,32.599998,21.5,26.354166666666668,88.0,39.0,63.29166666666666,0.0,"20,190",5.1328678730617,1695480607,3.617085785801353e-05,2
대구 남구 대명동 1230-4,남구,대명동,0.12,2,35.83973759,128.5598414,2022,6,18,32.900002,23.700001,28.21250008333333,73.0,36.0,57.41666666666666,0.0,"11,071",4.245498262984108,1697253145,5.4714541173458136e-05,2
대구 수성구 범어동 97-11,수성구,범어동,0.04,3,35.85447414,128.6389995,2022,6,18,32.900002,23.700001,28.21250008333333,73.0,36.0,57.41666666666666,0.0,"16,309",4.235593219600717,10824647604,1.5017562879878597e-05,1
대구 수성구 황금동 220,수성구,황금동,0.06,1,35.84103527,128.6387941,2022,6,19,33.900002,25.299999,29.220833541666668,80.0,41.0,62.208333333333336,0.0,"23,301",5.672438740607025,10775992202,3.943777129787869e-05,2
대구 수성구 삼덕동 122-1,수성구,삼덕동,0.27,3,35.83351058,128.6774109,2022,6,19,33.599998,24.9,29.050000125,75.0,39.0,57.375,0.0,"6,403",5.005047853372675,811058655,1.962825656017392e-05,1
대구 달서구 용산동 215-14,달서구,용산동,0.09,1,35.84936388,128.5297125,2022,6,20,35.400002,22.200001,27.92500008333333,88.0,35.0,65.20833333333333,0.0,"30,467",5.615807102790061,7116196793,4.771747165217247e-05,2
대구 달서구 용산동 230-5,달서구,용산동,0.06,2,35.85158306,128.5284172,2022,6,20,35.400002,22.200001,27.92500008333333,88.0,35.0,65.20833333333333,0.0,"30,467",5.656848854594756,436802865,5.7131503988519225e-05,2
대구 달서구 용산동 230-5,달서구,용산동,0.04,3,35.85158306,128.5284172,2022,6,20,35.400002,22.200001,27.92500008333333,88.0,35.0,65.20833333333333,0.0,"30,467",5.6977903813090425,436802865,5.7131503988519225e-05,2
대구 서구 이현동 42-173,서구,이현동,0.4,2,35.87842931,128.536439,2022,6,20,35.400002,22.200001,27.92500008333333,88.0,35.0,65.20833333333333,0.0,"19,677",5.759421167864302,7849931597,3.0902244891672746e-05,1
대구 달서구 이곡동 1219,달서구,이곡동,0.08,5,35.85314,128.5049252,2022,6,20,35.400002,22.200001,27.92500008333333,88.0,35.0,65.20833333333333,0.0,"22,645",5.855699743072592,4632162408,3.795177064361921e-05,2
대구 달서구 월성동 89-3,달서구,월성동,0.06,1,35.82678447,128.5308902,2022,6,20,35.400002,22.200001,27.92500008333333,88.0,35.0,65.20833333333333,0.0,"37,575",5.54629261580278,436866575,5.533971053127369e-05,2
대구 북구 구암동 761-2,북구,구암동,0.2,1,35.93153015,128.5583861,2022,6,20,35.599998,21.299999,27.2666665,93.0,28.0,66.625,5.5,"34,554",5.684551480835726,436838193,5.271971633601169e-05,2
대구 수성구 황금동 38-1,수성구,황금동,0.15,1,35.84080822,128.6400522,2022,6,21,33.700001,23.700001,28.391666583333333,90.0,44.0,69.25,0.0,"23,301",6.709486224628035,913326834,3.120288892945202e-05,1
대구 북구 매천동 342-1,북구,매천동,0.04,1,35.9069585,128.5416246,2022,6,21,35.299999,23.200001,28.641666916666665,85.0,38.0,62.75,0.0,"36,273",5.596656656462359,697232770,1.5742413647397652e-05,1
대구 중구 봉산동 217-2,중구,봉산동,0.06,1,35.8599778,128.5985204,2022,6,21,34.200001,24.4,28.92500008333333,77.0,36.0,59.958333333333336,0.0,"4,788",5.066302996326444,366672503,6.831317229611263e-05,3
대구 달서구 두류동 1290-1,달서구,두류동,0.06,2,35.85793478,128.5581066,2022,6,21,34.200001,24.4,28.92500008333333,77.0,36.0,59.958333333333336,0.0,"14,044",5.016131137876127,7619274284,1.6502609987731576e-05,1
대구 남구 봉덕동 721,남구,봉덕동,0.06,5,35.84480123,128.5989694,2022,6,21,34.200001,24.4,28.92500008333333,77.0,36.0,59.958333333333336,0.0,"8,953",5.188358446128481,1355997252,3.435664936563785e-05,2
대구 동구 지묘동 1257,동구,지묘동,0.04,5,35.95286854,128.6338285,2022,6,22,36.099998,-1.0,27.954166666666666,87.0,-1.0,61.333333333333336,-1.0,"21,551",0.9758959653310402,6961268607,1.794159792300741e-05,1
대구 북구 매천동 342-1,북구,매천동,0.04,6,35.9069585,128.5416246,2022,6,22,35.299999,-1.0,27.54166670833333,80.0,-1.0,60.5,-1.0,"36,273",0.2002635387547592,697232770,1.5742413647397652e-05,1
대구 동구 지묘동 산 5-1,동구,지묘동,0.09,1,35.95071182,128.6491676,2022,6,22,36.099998,-1.0,27.954166666666666,87.0,-1.0,61.333333333333336,-1.0,"21,551",0.8124305337451221,7676080441,2.9342819923660327e-05,1
대구 달서구 진천동 808-9,달서구,진천동,0.12,2,35.81361817,128.5215455,2022,6,22,35.299999,-1.0,27.54166670833333,80.0,-1.0,60.5,-1.0,"51,167",-0.1097922454628551,4985139852,2.3855961746823278e-05,1
대구 달서구 상인동 1336,달서구,상인동,0.08,4,35.81882298,128.537887,2022,6,22,35.299999,-1.0,27.54166670833333,80.0,-1.0,60.5,-1.0,"35,465",0.1263167052340187,11082860342,3.0211334070723774e-05,1
대구 중구 동산동 640,중구,동산동,0.06,1,35.86490802,128.5824691,2022,6,22,36.299999,-1.0,28.575,77.0,-1.0,54.79166666666666,-1.0,"4,598",0.0121389426107891,7105489893,2.937174520004362e-05,1
대구 달서구 신당동 299-2,달서구,신당동,0.04,2,35.85196963,128.4994729,2022,6,22,35.299999,-1.0,27.54166670833333,80.0,-1.0,60.5,-1.0,"31,443",0.0847397550897378,369918513,4.563025069352639e-05,2
대구 달서구 월암동 1-36,달서구,월암동,0.15,1,35.83267722,128.5073186,2022,6,22,35.299999,-1.0,27.54166670833333,80.0,-1.0,60.5,-1.0,"37,575",-0.0173326346595549,3969467484,4.7406825509212305e-05,3
대구 북구 복현동 623,북구,복현동,0.2,1,35.89457592,128.6188224,2022,6,22,36.299999,-1.0,28.575,77.0,-1.0,54.79166666666666,-1.0,"7,640",-0.0191428979614083,436666377,3.72583118420778e-05,0
대구 동구 용계동 938-2,동구,용계동,0.04,5,35.87382121,128.6877627,2022,6,23,31.1,23.200001,27.400000125,100.0,61.0,79.54166666666667,32.400001,"10,866",11.051900878011647,8218409285,5.326796338560235e-05,2
대구 동구 용계동 918-2,동구,용계동,0.3,2,35.8748752,128.6864714,2022,6,23,31.1,23.200001,27.400000125,100.0,61.0,79.54166666666667,32.400001,"10,866",10.927071796060604,7877043076,4.441166737585081e-05,2
