발생위치,구,동,발생규모,파손개수,위도,경도,연도,월,일,일최대기온,일최저기온,일평균기온,일최대습도,일최저습도,일평균습도,일총강수량,인구수,포트홀 위험 지수,osmid,pagerank,kmeans_cluster
대구 서구 이현동 42-173,서구,이현동,0.24,1,35.87842931,128.536439,2021,8,24,27.700001,22.1,25.074999875,100.0,84.0,92.58333333333331,41.5,20056,12.994407430540411,7849931597,3.0902244891672746e-05,1
대구 서구 평리동 1626,서구,평리동,0.48,3,35.88109305,128.5469518,2021,8,24,27.700001,22.1,25.074999875,100.0,84.0,92.58333333333331,41.5,7841,13.193460575217449,1694300521,1.570318532706981e-05,1
대구 북구 학정동 144,북구,학정동,0.2,1,35.9476999,128.5709577,2021,8,24,30.1,22.4,25.4,99.0,80.0,92.625,41.5,23797,13.04130739772312,436784842,5.430495417753831e-05,2
대구 동구 입석동 959-4,동구,입석동,0.09,3,35.89130104,128.6457798,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,14462,9.006688188392898,6895119452,3.9542324024041534e-05,2
대구 수성구 만촌동 853-1,수성구,만촌동,0.12,2,35.85652858,128.6499245,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,22850,8.883259044772732,11892722641,4.3164047413053466e-05,2
대구 동구 동호동 53-1,동구,동호동,0.04,1,35.8719301,128.7123542,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,18655,8.884523286924614,5475532453,3.7877552314890075e-05,2
대구 수성구 만촌동 889,수성구,만촌동,0.16,2,35.85541176,128.6525955,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,22850,8.882858144411095,3113083343,2.8030200385268153e-05,1
대구 동구 동호동 43-3,동구,동호동,0.09,1,35.87213968,128.7124634,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,18655,8.884022161472569,5475532453,3.7877552314890075e-05,2
대구 수성구 중동 628,수성구,중동,0.09,1,35.84071491,128.6141784,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,10936,10.694896960633736,2137643116,4.071865890543802e-05,2
대구 동구 용계동 679-5,동구,용계동,0.15,2,35.87407829,128.6884179,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,11086,8.998505016773462,436666437,4.8458932839852776e-05,2
대구 동구 동호동 118-3,동구,동호동,0.04,1,35.8722044,128.7133972,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,18655,8.884523286924614,5475532484,3.768071882488293e-05,2
대구 동구 용계동 381-2,동구,용계동,0.15,1,35.87614733,128.682597,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,11086,8.957763940239996,436666434,5.7284197722976855e-05,2
대구 동구 용계동 887-24,동구,용계동,0.04,1,35.87579234,128.6829403,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,11086,8.958866416234496,1878712260,3.667262767955137e-05,2
대구 동구 신기동 1-7,동구,신기동,0.06,7,35.87231294,128.7092515,2021,8,25,27.4,22.799999,25.608333541666667,96.0,67.0,85.875,4.0,42616,8.801410595738584,436843795,5.392228933900113e-05,2
대구 동구 방촌동 1140,동구,방촌동,0.09,2,35.87724584,128.6590384,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,18726,8.9240658721478,1874233258,1.5341583069738465e-05,1
대구 동구 용계동 541-12,동구,용계동,0.06,2,35.87523138,128.6830183,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,11086,8.999407042587146,5305332452,5.733253457401383e-05,2
대구 달서구 월성동 86,달서구,월성동,0.64,1,35.82918707,128.5291827,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,43366,10.441246643421913,4641712789,3.905557192155969e-05,2
대구 남구 대명동 14-4,남구,대명동,0.36,1,35.84945424,128.593195,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,11375,10.687879001336825,2102755349,3.8660645531878656e-05,2
대구 중구 봉산동 130-1,중구,봉산동,0.09,4,35.86470034,128.5963929,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,4865,10.87674988214064,3890437301,3.42841188617462e-05,2
대구 달서구 월성동 277-3,달서구,월성동,0.36,1,35.82851461,128.5316961,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,43366,10.44405294595337,436810859,4.08141002515619e-05,2
대구 달서구 장기동 427-33,달서구,장기동,0.25,1,35.84915795,128.5302659,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,17281,10.70136370944269,7116196792,6.421959057466215e-05,2
대구 달서구 갈산동 982-2,달서구,갈산동,0.16,2,35.83547087,128.494458,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,23217,10.684703097219428,4666441515,5.6493025283257295e-05,2
대구 달서구 대곡동 1155,달서구,대곡동,3.0,1,35.80030086,128.5330019,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,46258,10.389188140930084,5327182357,5.5191664395625065e-05,2
대구 달서구 대곡동 63-2,달서구,대곡동,0.06,2,35.80912441,128.5159351,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,46258,10.459395394043852,4631765074,5.88981313014167e-05,2
대구 중구 사일동 85,중구,사일동,0.08,1,35.87132442,128.5940687,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,4865,10.754626877630646,4721674660,3.672296241846045e-05,2
대구 달서구 장기동 427-24,달서구,장기동,0.06,1,35.84887017,128.5284068,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,17281,10.703267986160466,436802867,4.283159074124867e-05,2
대구 달서구 송현동 950,달서구,송현동,0.09,1,35.83316628,128.5510575,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,19356,10.68258654813088,4684414346,3.4788391001421974e-05,2
대구 달서구 대곡동 988,달서구,대곡동,0.16,1,35.81012149,128.515968,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,46258,10.417652066606292,4631668270,2.7411608162824925e-05,1
대구 달서구 대곡동 1042,달서구,대곡동,0.12,1,35.80457326,128.520594,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,46258,10.41805296696793,4984139060,3.669920895139372e-05,2
대구 달서구 월성동 270,달서구,월성동,0.09,1,35.83369096,128.5325283,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,43366,10.446759023394415,11634027872,3.889138741682944e-05,2
대구 달서구 호산동 305-7,달서구,호산동,0.12,1,35.8531194,128.4767476,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,31779,10.560266491776726,2859274284,3.1499770531314756e-05,1
대구 중구 남산동 694-4,중구,남산동,0.06,2,35.86130934,128.5928419,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,4907,10.795155878062593,414665120,5.197554418487903e-05,2
대구 달서구 월성동 363,달서구,월성동,0.06,2,35.82929684,128.5335166,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,43366,10.487800775199116,8340763081,4.265344567648554e-05,2
대구 달서구 이곡동 890-13,달서구,이곡동,0.05,1,35.85171747,128.5060225,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,23217,10.64506449668046,6291466160,2.4508765626640544e-05,1
대구 달서구 대곡동 1123,달서구,대곡동,0.09,2,35.79836828,128.5313581,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,46258,10.459094718772624,8242116616,1.5024859928567976e-05,1
대구 달서구 월성동 270-6,달서구,월성동,0.25,1,35.8336124,128.5312195,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,43366,10.44515542194787,11634027872,3.889138741682944e-05,2
대구 달서구 대곡동 917-48,달서구,대곡동,0.09,1,35.80754909,128.5205008,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,46258,10.418353642239156,4984139082,2.2868825433250988e-05,1
대구 북구 침산동 4-2,북구,침산동,0.18,1,35.88687752,128.597837,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,4130,10.760843836667464,414665212,6.6596120155112e-05,2
대구 북구 동호동 451-2,북구,동호동,0.25,2,35.95969138,128.5564871,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,18655,8.92315963655949,9593650405,1.6171813134848962e-05,1
대구 서구 이현동 42-173,서구,이현동,0.21,2,35.87842931,128.536439,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,20056,10.715249485540474,7849931597,3.0902244891672746e-05,1
대구 북구 복현동 623,북구,복현동,1.0,1,35.89457592,128.6188224,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,7594,10.718601783015382,436666377,3.72583118420778e-05,2
대구 북구 읍내동 1234-147,북구,읍내동,0.12,2,35.95868243,128.5536042,2021,8,25,28.299999,21.799999,25.2125,99.0,76.0,91.66666666666669,14.5,26665,10.642173131044656,436881455,4.302611403055158e-05,2
대구 달서구 이곡동 1309,달서구,이곡동,0.09,1,35.8590906,128.509207,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,23217,10.644663596318823,365395402,5.4474070607229773e-05,2
대구 북구 연경동 1073,북구,연경동,0.09,1,35.94314565,128.6245023,2021,8,25,28.299999,21.799999,25.2125,99.0,76.0,91.66666666666669,14.5,36630,10.503855958270591,7677045339,3.8146392818875223e-05,2
대구 동구 지묘동 산 5-1,동구,지묘동,0.12,2,35.95071182,128.6491676,2021,8,25,26.9,21.1,24.166666541666668,99.0,84.0,94.16666666666669,8.0,21632,10.589533256336203,7676080441,2.9342819923660327e-05,1
대구 서구 평리동 1626,서구,평리동,0.52,3,35.88109305,128.5469518,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,7841,10.872859978051178,1694300521,1.570318532706981e-05,1
대구 북구 학정동 144,북구,학정동,0.25,1,35.9476999,128.5709577,2021,8,25,28.299999,21.799999,25.2125,99.0,76.0,91.66666666666669,14.5,23797,10.628298780186938,436784842,5.430495417753831e-05,2
대구 북구 태전동 882-7,북구,태전동,0.49,1,35.92322165,128.546932,2021,8,25,28.299999,21.799999,25.2125,99.0,76.0,91.66666666666669,14.5,22288,10.640714858018256,1694593246,3.909777376241631e-05,2
대구 서구 비산동 302-4,서구,비산동,0.3,1,35.86912722,128.5710163,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,9682,10.775500374930768,1068204579,3.6785164951969694e-05,2
대구 북구 국우동 1126,북구,국우동,1.2,5,35.94606698,128.575904,2021,8,25,28.299999,21.799999,25.2125,99.0,76.0,91.66666666666669,14.5,23797,10.78174170273194,876740020,2.02363421779238e-05,1
대구 북구 산격동 1519-1,북구,산격동,0.4,3,35.89265424,128.5932959,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,9253,10.789802653354526,5170779123,2.751586202431907e-05,1
대구 북구 침산동 216-7,북구,침산동,0.06,1,35.88771676,128.5941611,2021,8,25,27.700001,22.700001,25.39583345833333,98.0,72.0,88.25,22.5,4130,10.762046537752374,5624690056,1.6160495705698644e-05,1
대구 동구 미곡동 598-7,동구,미곡동,0.04,1,35.95447677,128.681818,2021,8,25,26.9,21.1,24.166666541666668,99.0,84.0,94.16666666666669,8.0,21632,10.54959398052601,4627814458,3.2629683655051314e-05,2
대구 서구 평리동 1626,서구,평리동,0.06,1,35.88109305,128.5469518,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,7841,10.795988179143064,1694300521,1.570318532706981e-05,1
대구 북구 동호동 548-23,북구,동호동,0.12,1,35.95867752,128.5539486,2021,8,25,27.4,23.0,25.433333291666667,94.0,63.0,84.625,13.4,18655,8.88372148620134,11276295467,3.451530459274291e-05,2
대구 서구 비산동 2100-1,서구,비산동,0.48,4,35.88249275,128.5614806,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,9682,10.895919552903807,1694300593,3.466103265020098e-05,2
대구 북구 팔달동 220-9,북구,팔달동,0.12,1,35.89591885,128.5404718,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,36986,10.509123054821176,4667692991,4.25196845109979e-05,2
대구 서구 이현동 291-5,서구,이현동,0.45,2,35.87854913,128.5349473,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,20056,10.712844083370651,7849931604,1.3200923317775253e-05,1
대구 북구 학정동 917-1,북구,학정동,0.64,1,35.94848211,128.5562112,2021,8,25,28.299999,21.799999,25.2125,99.0,76.0,91.66666666666669,14.5,23797,10.62439000166098,2641705608,4.1210286322700175e-05,2
대구 북구 팔달동 524-78,북구,팔달동,0.12,2,35.89392357,128.5414383,2021,8,25,27.299999,21.799999,24.77916675,99.0,77.0,91.58333333333331,17.0,36986,10.549864131354644,2607832886,2.1869107723659223e-05,1
대구 동구 각산동 1176,동구,각산동,0.04,1,35.87946129,128.7094046,2021,8,26,33.900002,22.0,26.80000025,92.0,26.0,65.29166666666667,0.0,18655,4.93417897455169,5312577125,4.4976660134810555e-05,2
대구 동구 신서동 525-29,동구,신서동,0.02,3,35.86627981,128.7247826,2021,8,26,33.900002,22.0,26.80000025,92.0,26.0,65.29166666666667,0.0,18655,5.015861577799444,436776081,5.472776667827816e-05,2
대구 동구 방촌동 1082,동구,방촌동,0.04,2,35.87658921,128.6606859,2021,8,26,33.900002,22.0,26.80000025,92.0,26.0,65.29166666666667,0.0,18726,4.974222685226919,4336522435,4.8126935897598616e-05,2
대구 북구 검단동 537-3,북구,검단동,0.25,4,35.91429369,128.613458,2021,8,26,33.200001,22.4,27.05833320833333,91.0,35.0,69.04166666666667,0.0,6518,6.002145932056991,436815700,4.849569694687122e-05,2
대구 동구 중대동 386-1,동구,중대동,0.25,1,35.97772724,128.6295613,2021,8,26,31.700001,20.0,25.09583320833333,100.0,53.0,82.79166666666667,0.0,21632,7.815943764960705,3968872964,4.8330612932331334e-05,2
대구 달서구 장동 648,달서구,장동,0.04,1,35.8366148,128.5180584,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,17281,6.966716707572928,4631580854,4.120696195134322e-05,2
대구 북구 산격동 1550,북구,산격동,0.04,1,35.90990027,128.6076101,2021,8,26,33.200001,22.4,27.05833320833333,91.0,35.0,69.04166666666667,0.0,9253,5.855164110731514,436855423,7.615762780182617e-05,3
대구 서구 이현동 291-4,서구,이현동,0.16,1,35.88146502,128.5338863,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,6.9382578056906965,1694300569,5.615819658150435e-05,2
대구 서구 이현동 산 99-5,서구,이현동,0.06,1,35.87188779,128.5315549,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,6.939260056594788,436844999,3.9546919895396155e-05,2
대구 달서구 상인동 1477,달서구,상인동,0.16,1,35.81429593,128.5354409,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,37462,6.767295127824689,3789255753,4.8527304246937605e-05,2
대구 서구 이현동 291-7,서구,이현동,0.16,3,35.87937588,128.5347331,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,7.019739958757633,7849931591,3.414151817381987e-05,2
대구 북구 동호동 451-2,북구,동호동,0.04,1,35.95969138,128.5564871,2021,8,26,33.900002,22.0,26.80000025,92.0,26.0,65.29166666666667,0.0,18655,4.93417897455169,9593650405,1.6171813134848962e-05,1
대구 달서구 본리동 1150,달서구,본리동,0.2,1,35.83935469,128.5456446,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,21572,6.922966670947533,436833680,5.179606273600125e-05,2
대구 북구 국우동 1126,북구,국우동,37.5,6,35.94606698,128.575904,2021,8,26,33.799999,21.5,26.412500166666664,98.0,42.0,76.54166666666667,0.0,23797,6.9160678931839765,876740020,2.02363421779238e-05,1
대구 서구 이현동 285-12,서구,이현동,0.21,3,35.87860457,128.5366094,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,7.019238833305588,1748095002,4.052770267049691e-05,2
대구 서구 이현동 42-173,서구,이현동,0.12,1,35.87842931,128.536439,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,6.938658706052333,7849931597,3.0902244891672746e-05,1
대구 서구 이현동 281-2,서구,이현동,0.18,3,35.87855666,128.5404897,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,7.019539508576814,1694300333,3.999260465393706e-05,2
대구 달서구 이곡동 735-2,달서구,이곡동,0.04,1,35.85110236,128.5120046,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,23217,6.908412993002514,3141943361,2.627834231536574e-05,1
대구 북구 태전동 887,북구,태전동,0.12,1,35.91767509,128.5480879,2021,8,26,33.799999,21.5,26.412500166666664,98.0,42.0,76.54166666666667,0.0,22288,7.1018253784672885,4631034817,4.045069305021441e-05,2
대구 서구 이현동 42-173,서구,이현동,0.08,2,35.87842931,128.536439,2021,8,26,31.9,21.4,26.012500041666662,97.0,46.0,75.75,0.0,20056,6.979800682947438,7849931597,3.0902244891672746e-05,1
대구 수성구 신매동 604-3,수성구,신매동,0.09,1,35.83002188,128.704118,2021,8,27,27.6,20.799999,23.399999875,96.0,72.0,86.95833333333333,14.0,33396,9.198959459547211,3883404490,1.4787495542230032e-05,1
대구 동구 신기동 529-1,동구,신기동,0.04,3,35.87228247,128.7086252,2021,8,27,27.6,20.799999,23.399999875,96.0,72.0,86.95833333333333,14.0,42616,9.1903833970387,436843795,5.392228933900113e-05,2
대구 북구 산격동 1519-1,북구,산격동,0.4,3,35.89265424,128.5932959,2021,8,27,28.1,21.299999,23.508333375000003,96.0,66.0,84.83333333333333,13.0,9253,9.005092627955241,5170779123,2.751586202431907e-05,1
대구 수성구 신매동 566-1,수성구,신매동,0.09,1,35.84049575,128.7046005,2021,8,27,27.6,20.799999,23.399999875,96.0,72.0,86.95833333333333,14.0,33396,9.198959459547211,7119325167,4.3142128209025246e-05,2
대구 북구 산격동 산 194-4,북구,산격동,0.09,1,35.889111,128.6029212,2021,8,27,28.1,21.299999,23.508333375000003,96.0,66.0,84.83333333333333,13.0,9253,8.926717452690989,4655013496,4.5633458828312795e-05,2
대구 북구 복현동 623,북구,복현동,0.06,3,35.89457592,128.6188224,2021,8,27,28.1,21.299999,23.508333375000003,96.0,66.0,84.83333333333333,13.0,7594,9.0247950691815,436666377,3.72583118420778e-05,2
대구 동구 동호동 343-35,동구,동호동,0.09,1,35.87197588,128.7101531,2021,8,27,28.299999,21.0,23.508333250000003,93.0,61.0,82.41666666666667,13.7,18655,8.166870711280865,5477821291,3.727949459715245e-05,2
대구 동구 불로동 1107-1,동구,불로동,0.25,3,35.90600189,128.6277583,2021,8,27,28.299999,21.0,23.508333250000003,93.0,61.0,82.41666666666667,13.7,21463,8.219168934310668,7712526439,1.8507278575870553e-05,1
대구 서구 이현동 42-183,서구,이현동,0.04,1,35.87428526,128.5389251,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,20056,9.908349908310052,700951096,4.985264057999686e-05,2
대구 달서구 감삼동 305,달서구,감삼동,0.09,1,35.85295774,128.5445892,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,13662,9.97065099831677,1695485454,3.04675760120183e-05,1
대구 달서구 두류동 1298-1,달서구,두류동,1.0,1,35.85327533,128.5488077,2021,8,27,28.1,21.299999,23.508333375000003,96.0,66.0,84.83333333333333,13.0,14281,8.86821168023531,1695485600,5.403539922125334e-05,2
대구 달서구 신당동 283-4,달서구,신당동,0.06,1,35.85169976,128.496674,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,31779,9.793005515085271,4899624522,1.5802560385440124e-05,1
대구 서구 이현동 42-183,서구,이현동,0.06,2,35.87428526,128.5389251,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,20056,9.948890534662702,700951096,4.985264057999686e-05,2
대구 달서구 상인동 1592-5,달서구,상인동,0.16,4,35.8081017,128.5554585,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,37462,9.858407758959538,370388752,4.354904393433413e-05,2
대구 서구 비산동 875,서구,비산동,0.06,1,35.88616707,128.5624306,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,9682,10.01004344986668,436814614,5.899754344039376e-05,2
대구 남구 봉덕동 721,남구,봉덕동,0.08,1,35.84480123,128.5989694,2021,8,27,28.1,21.299999,23.508333375000003,96.0,66.0,84.83333333333333,13.0,9070,8.928615113725872,1355997252,3.435664936563785e-05,2
대구 서구 비산동 442-1,서구,비산동,0.06,1,35.87372338,128.5710956,2021,8,27,27.700001,20.299999,22.59999983333333,98.0,75.0,89.875,17.0,9682,10.01004344986668,1694826628,3.451175011654203e-05,2
대구 남구 대명동 1291,남구,대명동,0.06,1,35.83957194,128.5786577,2021,8,27,28.1,21.299999,23.508333375000003,96.0,66.0,84.83333333333333,13.0,11375,8.906175728649815,1697029753,3.6824502389088764e-05,2
대구 수성구 범어동 835,수성구,범어동,0.48,1,35.85892157,128.6354726,2021,8,28,30.9,22.9,25.84166658333333,83.0,43.0,66.625,0.0,17072,5.180972424941178,3781617599,3.911931173011105e-05,2
대구 수성구 만촌동 739-2,수성구,만촌동,0.09,1,35.8559837,128.6522095,2021,8,28,31.4,22.0,25.775,86.0,31.0,60.958333333333336,0.0,22850,4.027438953402754,3113083343,2.8030200385268153e-05,1
대구 동구 효목동 1159,동구,효목동,0.42,1,35.87798509,128.6553641,2021,8,28,31.4,22.0,25.775,86.0,31.0,60.958333333333336,0.0,13782,4.113197914186857,2607670985,5.583858368544975e-05,2
대구 달서구 이곡동 890-2,달서구,이곡동,0.24,1,35.85193376,128.5062877,2021,8,28,30.1,21.6,24.720833375,91.0,46.0,73.5,0.0,23217,5.919327141049877,6291466160,2.4508765626640544e-05,1
대구 동구 신암동 294,동구,신암동,0.18,1,35.87915909,128.6286594,2021,8,28,30.9,22.9,25.84166658333333,83.0,43.0,66.625,0.0,7362,5.279351325308224,8246998073,3.0088618223488533e-05,1
대구 북구 산격동 1519-1,북구,산격동,0.9,5,35.89265424,128.5932959,2021,8,28,30.9,22.9,25.84166658333333,83.0,43.0,66.625,0.0,9253,5.416525920173091,5170779123,2.751586202431907e-05,1
대구 달서구 신당동 1402-4,달서구,신당동,0.24,1,35.85004928,128.4917982,2021,8,28,30.1,21.6,24.720833375,91.0,46.0,73.5,0.0,31779,5.835230711779007,4915771630,2.1762021436633108e-05,1
대구 달서구 대곡동 1042,달서구,대곡동,0.12,1,35.80457326,128.520594,2021,8,28,30.1,21.6,24.720833375,91.0,46.0,73.5,0.0,46258,5.6942198880551205,4984139060,3.669920895139372e-05,2
대구 달서구 두류동 1290-2,달서구,두류동,0.09,2,35.85469377,128.5494205,2021,8,29,25.4,21.5,23.258333500000003,94.0,77.0,85.20833333333333,7.0,14281,8.805130947560585,3141943765,2.7373682629421966e-05,1
대구 수성구 황금동 667,수성구,황금동,0.36,1,35.84900651,128.6254465,2021,8,29,26.299999,21.700001,23.4166665,91.0,66.0,80.58333333333333,7.2,23919,7.552502292954963,10786891950,5.69270198356654e-05,2
대구 동구 방촌동 1082,동구,방촌동,0.04,4,35.87658921,128.6606859,2021,8,29,26.299999,21.700001,23.4166665,91.0,66.0,80.58333333333333,7.2,18726,7.728938653643232,4336522435,4.8126935897598616e-05,2
대구 달서구 성당동 54-29,달서구,성당동,0.09,1,35.85054047,128.5721834,2021,8,29,23.4,20.700001,22.21250016666667,99.0,86.0,91.33333333333331,14.5,23376,10.017098162070909,2107013294,5.403804982972374e-05,2
대구 북구 침산동 663-8,북구,침산동,0.04,2,35.89943383,128.5928241,2021,8,29,25.4,21.5,23.258333500000003,94.0,77.0,85.20833333333333,7.0,4130,8.905335746631946,11383237830,2.881465026792836e-05,1
대구 동구 검사동 944-31,동구,검사동,0.04,1,35.88523689,128.6564343,2021,8,29,26.299999,21.700001,23.4166665,91.0,66.0,80.58333333333333,7.2,15571,7.637704005489873,12105810934,1.5579154064564608e-05,1
대구 달서구 이곡동 538-5,달서구,이곡동,0.2,1,35.85198174,128.5002066,2021,8,29,23.4,20.700001,22.21250016666667,99.0,86.0,91.33333333333331,14.5,23217,10.017557392716684,369918513,4.563025069352639e-05,2
대구 달서구 장기동 427-29,달서구,장기동,0.09,1,35.84908803,128.5297975,2021,8,29,23.4,20.700001,22.21250016666667,99.0,86.0,91.33333333333331,14.5,17281,10.0769635832816,7116196792,6.421959057466215e-05,2
대구 수성구 황금동 675-10,수성구,황금동,0.1,2,35.84949229,128.6234828,2021,8,29,26.299999,21.700001,23.4166665,91.0,66.0,80.58333333333333,7.2,23919,7.59584922183907,369782264,4.595437907787658e-05,2
대구 달서구 이곡동 890-13,달서구,이곡동,0.09,3,35.85171747,128.5060225,2021,8,29,23.4,20.700001,22.21250016666667,99.0,86.0,91.33333333333331,14.5,23217,10.100142021778122,6291466160,2.4508765626640544e-05,1
대구 동구 신암동 583-2,동구,신암동,0.09,1,35.8838334,128.6249256,2021,8,29,25.4,21.5,23.258333500000003,94.0,77.0,85.20833333333333,7.0,7362,8.832348665015104,8247026945,4.596361791031689e-05,2
대구 수성구 황금동 84-2,수성구,황금동,0.04,11,35.84146253,128.63899,2021,8,29,26.299999,21.700001,23.4166665,91.0,66.0,80.58333333333333,7.2,23919,7.963120261182738,913326849,4.589209274345509e-05,2
대구 수성구 지산동 산 92,수성구,지산동,0.09,1,35.82853839,128.6302502,2021,8,29,25.299999,21.4,23.0,93.0,80.0,87.45833333333333,4.5,21953,8.78076074898429,10768347360,1.6428633708161022e-05,1
대구 동구 신천동 73,동구,신천동,0.04,1,35.87590002,128.6251681,2021,8,29,25.4,21.5,23.258333500000003,94.0,77.0,85.20833333333333,7.0,12948,8.777983794916217,3730235569,3.757091009305595e-05,2
대구 달서구 성당동 281-3,달서구,성당동,0.04,1,35.83824183,128.5553254,2021,8,29,23.4,20.700001,22.21250016666667,99.0,86.0,91.33333333333331,14.5,23376,10.017599287522952,1697253081,3.576641802820602e-05,2
대구 동구 율하동 1300,동구,율하동,0.04,6,35.86249455,128.6895255,2021,8,30,29.799999,21.9,24.89583325,91.0,45.0,73.33333333333333,0.0,42616,5.865164889762267,5362514531,3.8743998587609085e-05,2
대구 수성구 파동 511-7,수성구,파동,0.16,1,35.81133661,128.6183079,2021,8,30,29.5,22.700001,25.370833458333333,86.0,43.0,69.79166666666667,0.0,12547,5.353311494096169,8247939616,1.6609213441104065e-05,1
대구 수성구 범어동 835,수성구,범어동,0.06,1,35.85892157,128.6354726,2021,8,30,29.5,22.700001,25.370833458333333,86.0,43.0,69.79166666666667,0.0,17072,5.30986894910553,3781617599,3.911931173011105e-05,2
대구 동구 신기동 597,동구,신기동,0.1,1,35.86630867,128.7034654,2021,8,30,29.799999,21.9,24.89583325,91.0,45.0,73.33333333333333,0.0,42616,5.6608581565524725,414665653,5.353239272361332e-05,2
